City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
218,Jalu,LY,52.86,scattered clouds,29.0331,21.5482,صاحبة الفخامة
219,San Isidro,PE,74.5,clear sky,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
220,Lakes Entrance,AU,57.16,broken clouds,-37.8811,147.981,The Esplanade Resort & Spa
221,Mandeville,JM,76.39,overcast clouds,18.0417,-77.5071,Mandeville Hotel
222,Hameln,DE,51.8,clear sky,52.104,9.3562,Hotel Stadt Hameln
223,Belmonte,BR,77.5,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
224,Zarya,RU,40.51,clear sky,55.7553,38.0958,Hotel Dali
225,Vestmannaeyjar,IS,45.93,overcast clouds,63.4427,-20.2734,Glamping & Camping
226,Tumut,AU,61.39,overcast clouds,-35.3,148.2167,Amaroo Motel
227,Gualeguaychu,AR,66.06,overcast clouds,-33.0094,-58.5172,Hotel Los Angeles
228,Hwange,ZW,66.51,few clouds,-18.3693,26.5019,Hwange Colliery Guest House
229,Nuristan,AF,24.96,overcast clouds,35.3,70.8333,لَکچُک هوټل
230,Zmeinogorsk,RU,25.45,light snow,51.1567,82.195,"Kompastur, Gostinitsa"
231,Vangaindrano,MG,73.29,overcast clouds,-23.35,47.6,Hotel Fanilo
232,South Lake Tahoe,US,56.97,clear sky,38.9332,-119.9844,Tahoe Lakeshore Lodge & Spa
233,Teknaf,BD,74.62,broken clouds,20.8624,92.3058,Forestry Guesthouse
234,Coquimbo,CL,65.93,few clouds,-29.9533,-71.3436,Hotel San Juan
235,Pocoes,BR,74.62,broken clouds,-14.5297,-40.3653,Poções Palace Hotel
236,Zapolyarnyy,RU,31.28,overcast clouds,69.4154,30.8136,Pechenga
237,Kaspiyskiy,RU,35.31,clear sky,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
238,Sangmelima,CM,75.58,light rain,2.9333,11.9833,gamestar hotel
239,Sikeston,US,55.29,moderate rain,36.8767,-89.5879,Drury Inn & Suites Sikeston
240,Hami,CN,43.48,broken clouds,42.8,93.45,Laoyutang Resort
241,Kruisfontein,ZA,65.88,few clouds,-34.0033,24.7314,Oyster Bay House Rental
242,Gravdal,NO,42.69,broken clouds,68.1214,13.5031,Skreda Rorbusuiter
243,Dhemaji,IN,71.71,clear sky,27.4833,94.5833,SPOT ON 48710 Hotel Shikha
244,Constitucion,CL,63.5,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
245,Coihaique,CL,60.75,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
246,Ambovombe,MG,71.42,clear sky,-25.1667,46.0833,RELAHARA
247,Soc Trang,VN,78.67,scattered clouds,9.6033,105.98,Phu Quy Hotel
248,Povorino,RU,28.58,overcast clouds,51.1945,42.2457,Hotel Povorino
249,Praia Da Vitoria,PT,60.76,few clouds,38.7333,-27.0667,Hotel Branco I
250,Viesca,MX,72.18,clear sky,25.35,-102.8,LA VIEZCA (Parque Magico)
251,Hirara,JP,70.48,light rain,24.8,125.2833,Hotel Atoll Emerald Miyakojima
252,Fallon,US,60.67,scattered clouds,39.4735,-118.7774,Best Western Fallon Inn & Suites
253,Muros,ES,55.69,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
254,Chiman,PK,69.24,clear sky,32.5463,73.8138,Master Muhammad zafar iqbal
255,Warrnambool,AU,58.8,overcast clouds,-38.3833,142.4833,Lady Bay Resort
256,Cayenne,GF,75.24,light rain,4.9333,-52.3333,Hôtel Le Dronmi
257,Rincon,US,75.9,broken clouds,32.296,-81.2354,Days Inn Rincon
258,Geraldton,AU,59.41,clear sky,-28.7667,114.6,Broadwater Mariner Resort
259,Broome,US,48.65,clear sky,42.2506,-75.833,Chenango Valley State Park
260,Houma,US,78.8,haze,29.5958,-90.7195,Courtyard by Marriott Houma
261,Pochinki,RU,31.44,broken clouds,54.6988,44.8668,Дом для заморских гостей
262,Cairns,AU,72.07,few clouds,-16.9167,145.7667,Mantra Trilogy Cairns
263,Skegness,GB,52.34,clear sky,53.1436,0.3363,The Royal Hotel
264,La Ronge,CA,32.74,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
265,Cururupu,BR,75.63,heavy intensity rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
266,Merritt,CA,44.65,overcast clouds,50.1123,-120.7942,Ramada Limited Merritt
267,Belle Fourche,US,48.31,overcast clouds,44.6714,-103.8522,Kings Inn
268,Young,UY,65.84,overcast clouds,-32.6833,-57.6333,Posada Gira el Sol
269,Khotyn,UA,46.65,clear sky,48.4833,26.5,"Khotyn, Hotelʹ"
270,Los Llanos De Aridane,ES,62.35,few clouds,28.6585,-17.9182,Valle Aridane
271,Ambulu,ID,75.36,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
272,Berlevag,NO,31.95,light snow,70.8578,29.0864,Kvitbrakka
273,Rocha,UY,72.88,moderate rain,-34.4833,-54.3333,Hotel Arrarte
274,Lasa,IT,42.03,clear sky,46.6166,10.7002,Pension Feldgärtenhof
275,Messina,IT,51.78,scattered clouds,38.1933,15.5497,Hotel Touring
276,Baishishan,CN,25.5,overcast clouds,43.5833,127.5667,白林宾馆
277,Zhaoyuan,CN,41.0,overcast clouds,37.3592,120.3964,Super 8 Hotel Yantai Zhaoyuan Bus Terminal Branch
278,Kiunga,PG,73.29,moderate rain,-6.1219,141.2906,Airport Lodge Kiunga
279,Greensburg,US,61.02,broken clouds,40.3015,-79.5389,Courtyard by Marriott Pittsburgh Greensburg
280,Ingham,US,46.78,overcast clouds,42.6,-84.3833,Sunset Mobile Home Park
281,Ferme-Neuve,CA,33.24,overcast clouds,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
282,Ancud,CL,54.23,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
283,Shenjiamen,CN,46.78,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
284,Tateyama,JP,38.1,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
285,Marsh Harbour,BS,74.28,clear sky,26.5412,-77.0636,Abaco Beach Resort
286,Komsomolskiy,UZ,52.63,overcast clouds,40.4272,71.7189,Ikathouse
287,Santa Maria Del Oro,MX,74.35,clear sky,25.9333,-105.3667,Hotel Palacio Del Sol
288,Sept-Iles,CA,39.06,overcast clouds,50.2001,-66.3821,Comfort Inn
289,Rabo De Peixe,PT,61.29,few clouds,37.8,-25.5833,Quinta das Giestas
290,Byron Bay,AU,62.94,few clouds,-28.65,153.6167,Backpackers Inn
291,Antalaha,MG,75.65,broken clouds,-14.9003,50.2788,Hotel Vitasoa
292,Plettenberg Bay,ZA,69.13,scattered clouds,-34.0527,23.3716,Thanda Vista B&B
293,Utica,US,49.39,scattered clouds,43.1009,-75.2327,Days Inn by Wyndham Utica
294,Provost,CA,42.53,clear sky,52.3501,-110.2683,Canalta Hotel Provost
295,Joniskis,LT,40.12,clear sky,56.2403,23.6153,Audruvis
296,Zheleznodorozhnyy,RU,43.32,clear sky,55.7503,38.0042,Hotel Dali
297,Holme,DK,40.95,clear sky,56.1138,10.1725,Hotel Ritz Aarhus City
298,Huaiyuan,CN,41.9,broken clouds,32.973,117.1995,Shell Bengbu Huaiyuan County West Yuwang Road Hotel
299,Anjiang,CN,42.93,scattered clouds,27.3194,110.1031,Dahua Hotel
300,Praya,CV,70.34,few clouds,14.9215,-23.5087,LT Aparthotel
301,Curup,ID,66.31,overcast clouds,-3.4667,102.5333,Ayi The Costel
302,Griffith,US,57.06,overcast clouds,41.5284,-87.4237,Apartment above Depot Bar
303,Topdac,PH,58.59,broken clouds,16.5553,120.7116,Our Northern Home Transient House
304,Callaway,US,77.92,scattered clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
305,Sarramea,NC,74.71,overcast clouds,-21.6421,165.8452,Guest House le Domaine du Meranki
306,Daru,PG,77.63,overcast clouds,-9.0763,143.2092,Daru Lodge
307,Nicolae Balcescu,RO,41.2,clear sky,46.4667,26.9167,Hotel Levisticum
308,Zhob,PK,65.07,clear sky,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
309,Dwarka,IN,75.36,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
310,Ornskoldsvik,SE,38.35,overcast clouds,63.2909,18.7153,ファーストホテル スタット
311,Marmora,IT,36.1,clear sky,44.4583,7.094,Locanda Occitana Lou Pitavin
312,Porto Belo,BR,77.18,few clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
313,Ergani,TR,36.81,overcast clouds,38.2653,39.7621,Serkan Hotel
314,Rio Negrinho,BR,62.94,broken clouds,-26.2544,-49.5183,Pousada do Cassio
315,Kourou,GF,75.25,moderate rain,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
316,Aden,YE,78.82,overcast clouds,12.7794,45.0367,Sama Emirate Hotel
317,Borazjan,IR,75.87,clear sky,29.2666,51.2159,شرکت زرمهریار شعبه سوم
318,Sabzevar,IR,49.28,scattered clouds,36.2126,57.6819,پزشکی قانونی سبزوار
319,Port Blair,IN,78.82,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
320,Preobrazheniye,RU,30.27,overcast clouds,42.9019,133.9064,Campsite Orlan
321,Caribou,US,30.47,scattered clouds,46.8606,-68.012,Crown Park Inn Caribou
322,Fernie,CA,50.09,overcast clouds,49.5,-115.0687,Fernie Stanford Resort
323,Roald,NO,44.76,few clouds,62.5833,6.1333,Flem Cabins
324,Georgiyevka,KZ,33.84,snow,43.0369,74.7114,Gostinitsa Imperiya
325,Carutapera,BR,76.96,overcast clouds,-1.195,-46.02,Lidera
326,Coos Bay,US,72.32,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
327,Ishigaki,JP,69.93,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
328,Arnold,GB,54.48,broken clouds,53.0,-1.1333,Best Western Bestwood Lodge Hotel
329,Mujiayingzi,CN,26.94,clear sky,42.1167,118.7833,Jinjiang Hotel
330,Necochea,AR,77.4,few clouds,-38.5473,-58.7368,dyd -mar Hotel
331,Taicheng,CN,30.36,few clouds,38.731,113.228,五台山康旅酒店
332,Caravelas,BR,75.76,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
333,Eyl,SO,77.09,scattered clouds,7.9803,49.8164,Amiin Hotel
334,Vizinga,RU,33.12,overcast clouds,61.0749,50.1031,"Gostinitsa ""Nadezhda"""
335,Nadvoitsy,RU,30.22,scattered clouds,63.8667,34.3167,Sever Nadvoitsy
336,Nabire,ID,76.44,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
337,Ayia Marina,GR,46.56,overcast clouds,37.75,23.5333,Argo Spa Hotel
338,Moose Jaw,CA,46.67,few clouds,50.4001,-105.5344,Temple Gardens Hotel & Spa
339,Greytown,ZA,57.16,broken clouds,-29.0642,30.5928,Lord Grey Guest House
340,Bitung,ID,76.05,moderate rain,1.4451,125.1824,K2 Lembeh
341,Airdrie,GB,54.05,overcast clouds,55.866,-3.9803,Dakota Hotel Eurocentral
342,Charters Towers,AU,66.65,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
343,Sao Joao Do Paraiso,BR,77.11,light rain,-15.3136,-42.0144,Avenida Palace Hotel
344,Namibe,AO,74.86,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
345,Panalingaan,PH,77.7,overcast clouds,8.7842,117.4231,I Love Panalingaan View Deck
346,Bayan,CN,25.34,broken clouds,46.0833,127.4,Wanhao Inn
347,Myski,RU,25.16,overcast clouds,53.709,87.8014,"Mras-Su, Sport Recreation complex"
348,Asfi,MA,59.85,overcast clouds,32.2994,-9.2372,Hôtel Abda
349,Graaff-Reinet,ZA,71.42,scattered clouds,-32.2522,24.5308,Rietjiesbos Self Catering
350,Palmares Do Sul,BR,73.85,overcast clouds,-30.2578,-50.5097,Hotel Campos Dourados.
351,Camana,PE,73.42,few clouds,-16.6228,-72.7111,Hostal Morales
352,Ketchikan,US,42.78,light rain,55.3422,-131.6461,Snow's Cove Lodge
353,La Rioja,ES,40.78,overcast clouds,42.25,-2.5,Casa Concejos
354,Ballarat,AU,51.4,overcast clouds,-37.5662,143.8496,Quest Ballarat
355,Mahanoro,MG,75.92,light rain,-19.9,48.8,BUNGALOW MAHAMANINA
356,Mayo,US,70.11,clear sky,38.8876,-76.5119,Resorts Resource Group International
357,Itoman,JP,66.97,light rain,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
358,Dong Xoai,VN,74.5,overcast clouds,11.5333,106.9167,Khách Sạn Bình Phước - Khách Sạn Ngọc Lan
359,Bardiyah,LY,51.42,few clouds,31.7561,25.0865,بورتو بردية
360,Salinopolis,BR,78.62,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
361,Redmond,US,62.01,overcast clouds,47.674,-122.1215,Seattle Marriott Redmond
362,Tofield,CA,40.98,scattered clouds,53.3668,-112.6686,Tofield Hotel
363,Margate,GB,54.3,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
364,Loningen,DE,50.18,clear sky,52.7333,7.7667,Hof am Kolk
365,Oktyabrskiy,RU,30.36,overcast clouds,54.4815,53.471,Гостиница Октябрьская
366,Vanimo,PG,78.22,light rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
367,Yanji,CN,30.69,overcast clouds,42.9075,129.5078,Holiday Inn Changbaishan Suites
368,Fenoarivo,MG,64.47,scattered clouds,-18.933,47.4354,Skyfol Ambodiafontsy
369,Koppies,ZA,64.09,scattered clouds,-27.2418,27.5742,Friesland Hotel
370,Da Nang,VN,78.78,few clouds,16.0678,108.2208,Grand Mercure Danang
371,Usinsk,RU,24.49,overcast clouds,65.9939,57.5281,Dobro Pozhalovaty
372,Meybod,IR,64.42,scattered clouds,32.2501,54.0166,Traditional Hotel Restaurant Haji Malek
373,Sistranda,NO,40.96,broken clouds,63.7256,8.834,Hotell Frøya
374,Luganville,VU,78.75,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
375,Macin,RO,36.25,clear sky,45.2437,28.1356,Turist
376,Erenhot,CN,29.73,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
377,Asenovgrad,BG,42.51,overcast clouds,42.0167,24.8667,Hotel Color
378,Hot Springs,US,60.51,overcast clouds,34.5037,-93.0552,Embassy Suites by Hilton Hot Springs Hotel & Spa
379,Liwonde,MW,66.85,few clouds,-15.0506,35.2035,Sun Village Hotel
380,Puerto Penasco,MX,74.91,clear sky,31.3167,-113.5333,Playa Bonita Resort
381,Chimbote,PE,74.93,clear sky,-9.0853,-78.5783,Hotel Briliá
382,Nizhniy Baskunchak,RU,29.25,clear sky,48.2198,46.8311,Arman hotel
383,Mersing,MY,78.71,overcast clouds,2.4312,103.8405,Timotel Hotel
384,Maravilha,BR,77.61,overcast clouds,-26.7608,-53.1725,Maravilha Palace Hotel
385,Saint-Pierre,RE,78.48,clear sky,-21.3393,55.4781,Lindsey Hôtel
386,Cayambe,EC,63.66,light rain,0.05,-78.1333,Hosteria Jatun huasi
387,Fukue,JP,53.67,light rain,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
388,Taonan,CN,28.76,scattered clouds,45.3333,122.7833,Makro Hotel
389,Cloquet,US,32.65,snow,46.7216,-92.4594,Super 8 by Wyndham Cloquet
390,Tifton,US,78.04,scattered clouds,31.4505,-83.5085,Hilton Garden Inn Tifton
391,Caraguatatuba,BR,73.76,scattered clouds,-23.6338,-45.4899,Cibele Cass
392,Hovd,MN,25.03,overcast clouds,48.0056,91.6419,Hotel Khovd
393,At-Bashi,KG,32.11,overcast clouds,41.1702,75.8106,Hostel At-Bashy
394,Kuusamo,FI,33.84,clear sky,65.9667,29.1833,Hotel Kuusanka
395,Salon-De-Provence,FR,50.88,clear sky,43.6407,5.0954,HÔTEL SELECT - Contact Hôtel
396,Kulynychi,UA,30.33,clear sky,49.9823,36.3842,Hotel Meduza
397,Aguimes,ES,61.66,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
398,Montepuez,MZ,72.79,overcast clouds,-13.1256,38.9997,PembaAparthotel
399,Farmington,US,56.08,clear sky,36.7281,-108.2187,Courtyard by Marriott Farmington
400,Mangrol,IN,77.63,clear sky,21.1167,70.1167,Hotel The Royal Honours
401,Inhambane,MZ,73.69,broken clouds,-23.865,35.3833,Oceano
402,Xuddur,SO,78.22,clear sky,4.1213,43.8894,Banjanay Hotel
403,Lyuban,BY,44.08,clear sky,52.7985,28.0048,"Gostinitsa ""Oressa"""
404,Uige,AO,67.28,light rain,-7.6087,15.0613,Hotel Catraio
405,Bowen,AU,72.57,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
406,Kautokeino,NO,30.96,overcast clouds,69.0125,23.0412,Thon Hotel Kautokeino
407,Asau,RO,38.32,clear sky,46.4333,26.4,Casa Mika Ciobanus
408,Muyezerskiy,RU,31.05,overcast clouds,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
409,Markova,UA,39.11,clear sky,48.6758,24.4138,Vas.VOM
410,Cherdyn,RU,29.05,overcast clouds,60.403,56.4787,"Baza Otdykha ""Severnyy Ural"""
411,Namuac,PH,78.24,overcast clouds,18.6109,121.1657,Mlin Hotel
412,Skibbereen,IE,51.12,overcast clouds,51.55,-9.2667,The West Cork Hotel
413,Saran,FR,52.93,clear sky,47.9501,1.876,Hôtel Première Classe Orléans Nord Saran
414,Owasso,US,48.54,overcast clouds,36.2695,-95.8547,Hampton Inn & Suites Tulsa North/Owasso
415,Maloy,NO,41.74,clear sky,61.9353,5.1136,Torget Hotell
416,Yaizu,JP,42.1,overcast clouds,34.8667,138.3333,Hotel Ambia Shofukaku
417,Gat,IL,51.4,broken clouds,31.61,34.7642,OlusHome
418,Xichang,CN,50.04,clear sky,27.8964,102.2634,Xichang ibis Hotel
419,Honningsvag,NO,29.95,light snow,70.9821,25.9704,Nordkapp Vandrerhjem
420,Jaciara,BR,78.93,overcast clouds,-15.9653,-54.9683,Taba Hotel
421,Meaford,CA,41.09,overcast clouds,44.6001,-80.583,Meaford Memorial Park
422,Andijon,UZ,51.08,overcast clouds,40.7821,72.3442,"Hotel ""Bog'ishamol"""
423,Haradok,BY,42.91,clear sky,55.4624,29.9816,Sportivnyy Gorodok
424,Harbour Breton,CA,29.3,light snow,47.4833,-55.7983,Southern Port Hotel
425,Farsund,NO,40.95,clear sky,58.0948,6.8047,Farsund Fjordhotel
426,Renqiu,CN,40.23,clear sky,38.6989,116.0936,City Garden Renqiu Meishicheng Store
427,Muhos,FI,31.78,overcast clouds,64.808,25.9931,Montta - active camping / campsite Montan
428,Beaupre,CA,33.94,scattered clouds,47.0443,-70.8953,Hébergement Mont-Sainte-Anne
429,Williston,US,50.81,broken clouds,48.147,-103.618,Hampton Inn & Suites Williston
430,Paso De Los Toros,UY,66.69,overcast clouds,-32.8167,-56.5167,Complejo Isabelino
431,Monster,NL,57.97,scattered clouds,52.0258,4.175,Vakantiepark Kijkduin
432,Guilin,CN,48.31,overcast clouds,25.2819,110.2864,Grand 0773 Hotel
433,Gorontalo,ID,74.41,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
434,Ginda,IN,55.58,clear sky,30.6945,78.4932,Sunil Bisht
435,Darab,IR,64.36,clear sky,28.7519,54.5444,Naghshe shapoor Hotel
436,Mpanda,TZ,64.44,broken clouds,-6.3655,31.0409,CH Hotel - Mpanda
437,Saint-Francois,FR,45.68,clear sky,46.4154,3.9054,Manoir Du Bonheur
